age,sex,province,health,n
48,Female,NL,Very good,3
48,Female,NS,Excellent,1
48,Female,NS,Fair,4
48,Female,NS,Very good,3
48,Female,ON,Excellent,12
48,Female,ON,Fair,24
48,Female,ON,Poor,1
48,Female,ON,Very good,17
48,Female,PE,Excellent,2
48,Female,PE,Poor,1
48,Female,PE,Very good,1
48,Female,QC,Excellent,4
48,Female,QC,Fair,13
48,Female,QC,Poor,2
48,Female,QC,Very good,5
48,Female,SK,Excellent,1
48,Female,SK,Fair,1
48,Female,SK,Very good,2
48,Male,AB,Excellent,2
48,Male,AB,Fair,7
48,Male,AB,Very good,6
48,Male,BC,Excellent,2
48,Male,BC,Fair,6
48,Male,BC,Very good,9
48,Male,MB,Excellent,1
48,Male,MB,Fair,1
48,Male,MB,Poor,1
48,Male,MB,Very good,6
48,Male,NB,Excellent,1
48,Male,NB,Fair,2
48,Male,NB,Very good,4
48,Male,NB,NA,1
48,Male,NL,Fair,3
48,Male,NL,Poor,1
48,Male,NL,Very good,4
48,Male,NS,Excellent,1
48,Male,NS,Fair,3
48,Male,NS,Poor,1
48,Male,NS,Very good,4
48,Male,ON,Excellent,11
48,Male,ON,Fair,15
48,Male,ON,Poor,1
48,Male,ON,Very good,13
48,Male,PE,Fair,2
48,Male,PE,Very good,1
48,Male,QC,Excellent,7
48,Male,QC,Fair,11
48,Male,QC,Very good,11
48,Male,SK,Excellent,2
48,Male,SK,Fair,1
48,Male,SK,Very good,5
49,Female,AB,Excellent,6
49,Female,AB,Fair,5
49,Female,AB,Poor,1
49,Female,AB,Very good,3
49,Female,BC,Excellent,5
49,Female,BC,Fair,5
49,Female,BC,Other,1
49,Female,BC,Very good,5
49,Female,MB,Excellent,2
49,Female,MB,Fair,3
49,Female,MB,Very good,2
49,Female,NB,Excellent,1
49,Female,NB,Fair,3
49,Female,NB,Poor,1
49,Female,NL,Excellent,2
49,Female,NL,Fair,1
49,Female,NL,Poor,1
49,Female,NL,Very good,3
49,Female,NS,Excellent,4
49,Female,NS,Fair,6
49,Female,NS,Very good,2
49,Female,ON,Excellent,13
49,Female,ON,Fair,17
49,Female,ON,Poor,2
49,Female,ON,Very good,10
49,Female,ON,NA,1
49,Female,PE,Excellent,4
49,Female,PE,Fair,1
49,Female,PE,Very good,1
49,Female,QC,Excellent,5
49,Female,QC,Fair,8
49,Female,QC,Very good,6
49,Female,SK,Excellent,1
49,Female,SK,Fair,3
49,Female,SK,Very good,2
49,Male,AB,Excellent,3
49,Male,AB,Fair,3
49,Male,AB,Poor,1
49,Male,AB,Very good,5
49,Male,BC,Excellent,4
49,Male,BC,Fair,5
49,Male,BC,Poor,1
49,Male,BC,Very good,5
49,Male,MB,Excellent,1
49,Male,MB,Fair,5
49,Male,MB,Very good,2
49,Male,NB,Fair,1
49,Male,NB,Poor,1
49,Male,NL,Excellent,3
49,Male,NL,Fair,3
49,Male,NL,Very good,3
49,Male,NS,Excellent,1
49,Male,NS,Fair,3
49,Male,NS,Very good,5
49,Male,ON,Excellent,9
49,Male,ON,Fair,14
49,Male,ON,Other,2
49,Male,ON,Poor,1
49,Male,ON,Very good,9
49,Male,PE,Excellent,1
49,Male,PE,Fair,1
49,Male,QC,Excellent,3
49,Male,QC,Fair,9
49,Male,QC,Other,1
49,Male,QC,Very good,13
49,Male,SK,Excellent,1
49,Male,SK,Fair,4
50,Female,AB,Excellent,3
50,Female,AB,Fair,7
50,Female,AB,Very good,8
50,Female,AB,NA,1
50,Female,BC,Excellent,6
50,Female,BC,Fair,8
50,Female,BC,Very good,8
50,Female,BC,NA,1
50,Female,MB,Fair,3
50,Female,NB,Fair,4
50,Female,NB,Poor,1
50,Female,NB,Very good,3
50,Female,NL,Excellent,2
50,Female,NL,Fair,4
50,Female,NL,Very good,7
50,Female,NS,Excellent,6
50,Female,NS,Fair,2
50,Female,NS,Poor,1
50,Female,NS,Very good,3
50,Female,ON,Excellent,10
50,Female,ON,Fair,14
50,Female,ON,Poor,3
50,Female,ON,Very good,9
50,Female,ON,NA,1
50,Female,PE,Fair,2
50,Female,PE,Very good,2
50,Female,PE,NA,1
50,Female,QC,Excellent,5
50,Female,QC,Fair,9
50,Female,QC,Very good,7
50,Female,SK,Fair,3
50,Female,SK,Very good,1
50,Female,SK,NA,1
50,Male,AB,Excellent,2
50,Male,AB,Fair,4
50,Male,AB,Very good,5
50,Male,BC,Excellent,7
50,Male,BC,Fair,3
50,Male,BC,Other,1
50,Male,BC,Very good,8
50,Male,MB,Fair,4
50,Male,MB,Other,1
50,Male,NB,Excellent,2
50,Male,NB,Fair,5
50,Male,NB,Very good,4
50,Male,NL,Excellent,1
50,Male,NL,Fair,2
50,Male,NL,Poor,1
50,Male,NL,Very good,4
50,Male,NS,Excellent,4
50,Male,NS,Fair,4
50,Male,NS,Poor,1
50,Male,NS,Very good,2
50,Male,ON,Excellent,8
50,Male,ON,Fair,14
50,Male,ON,Other,1
50,Male,ON,Poor,3
50,Male,ON,Very good,18
50,Male,ON,NA,1
50,Male,PE,Fair,2
50,Male,QC,Excellent,7
50,Male,QC,Fair,9
50,Male,QC,Very good,10
50,Male,SK,Excellent,3
50,Male,SK,Fair,3
50,Male,SK,Very good,3
51,Female,AB,Excellent,2
51,Female,AB,Fair,8
51,Female,AB,Poor,1
51,Female,AB,Very good,2
51,Female,BC,Excellent,3
51,Female,BC,Fair,2
51,Female,BC,Poor,1
51,Female,BC,Very good,6
51,Female,MB,Excellent,4
51,Female,MB,Very good,5
51,Female,NB,Excellent,2
51,Female,NB,Fair,7
51,Female,NB,Very good,2
51,Female,NL,Fair,5
51,Female,NL,Very good,6
51,Female,NS,Excellent,3
51,Female,NS,Fair,5
51,Female,NS,Very good,1
51,Female,ON,Excellent,7
51,Female,ON,Fair,17
51,Female,ON,Poor,3
51,Female,ON,Very good,8
51,Female,PE,Fair,3
51,Female,PE,Very good,1
51,Female,QC,Excellent,13
51,Female,QC,Fair,13
51,Female,QC,Poor,2
51,Female,QC,Very good,18
51,Female,SK,Excellent,2
51,Female,SK,Fair,1
51,Female,SK,Poor,1
51,Female,SK,Very good,2
51,Male,AB,Excellent,3
51,Male,AB,Fair,3
51,Male,AB,Very good,1
51,Male,BC,Excellent,5
51,Male,BC,Fair,8
51,Male,BC,Very good,6
51,Male,MB,Excellent,2
51,Male,MB,Fair,4
51,Male,MB,Very good,1
51,Male,NB,Excellent,1
51,Male,NB,Fair,4
51,Male,NB,Poor,1
51,Male,NB,Very good,3
51,Male,NL,Excellent,2
51,Male,NL,Fair,4
51,Male,NL,Very good,1
51,Male,NS,Fair,6
51,Male,NS,Poor,1
51,Male,NS,Very good,6
51,Male,NS,NA,1
51,Male,ON,Excellent,9
51,Male,ON,Fair,15
51,Male,ON,Poor,1
51,Male,ON,Very good,6
51,Male,PE,Excellent,1
51,Male,PE,Fair,2
51,Male,PE,Very good,2
51,Male,QC,Excellent,8
51,Male,QC,Fair,8
51,Male,QC,Very good,7
51,Male,SK,Fair,2
51,Male,SK,Very good,4
52,Female,AB,Excellent,3
52,Female,AB,Fair,2
52,Female,AB,Very good,6
52,Female,BC,Excellent,6
52,Female,BC,Fair,10
52,Female,BC,Poor,1
52,Female,BC,Very good,5
52,Female,MB,Excellent,1
52,Female,MB,Fair,3
52,Female,MB,Very good,3
52,Female,NB,Excellent,3
52,Female,NB,Fair,6
52,Female,NB,Poor,2
52,Female,NB,Very good,6
52,Female,NL,Excellent,4
52,Female,NL,Fair,2
52,Female,NL,Poor,1
52,Female,NL,Very good,5
52,Female,NS,Excellent,3
52,Female,NS,Fair,7
52,Female,NS,Very good,6
52,Female,ON,Excellent,11
52,Female,ON,Fair,23
52,Female,ON,Poor,5
52,Female,ON,Very good,18
52,Female,PE,Excellent,2
52,Female,PE,Very good,1
52,Female,QC,Excellent,7
52,Female,QC,Fair,8
52,Female,QC,Poor,2
52,Female,QC,Very good,14
52,Female,SK,Excellent,2
52,Female,SK,Fair,4
52,Female,SK,Very good,3
52,Male,AB,Excellent,2
52,Male,AB,Fair,12
52,Male,AB,Poor,1
52,Male,AB,Very good,5
52,Male,BC,Excellent,3
52,Male,BC,Fair,7
52,Male,BC,Poor,2
52,Male,BC,Very good,5
52,Male,MB,Excellent,1
52,Male,MB,Fair,4
52,Male,MB,Very good,2
52,Male,NB,Excellent,2
52,Male,NB,Fair,4
52,Male,NB,Poor,1
52,Male,NB,Very good,5
52,Male,NB,NA,1
52,Male,NL,Excellent,2
52,Male,NL,Very good,7
52,Male,NS,Excellent,1
52,Male,NS,Fair,5
52,Male,NS,Poor,2
52,Male,NS,Very good,6
52,Male,ON,Excellent,9
52,Male,ON,Fair,22
52,Male,ON,Poor,1
52,Male,ON,Very good,16
52,Male,PE,Fair,3
52,Male,QC,Excellent,12
52,Male,QC,Fair,14
52,Male,QC,Poor,2
52,Male,QC,Very good,9
52,Male,QC,NA,1
52,Male,SK,Excellent,3
52,Male,SK,Fair,3
52,Male,SK,Poor,1
52,Male,SK,Very good,1
52,Male,SK,NA,1
53,Female,AB,Excellent,5
53,Female,AB,Fair,5
53,Female,AB,Poor,1
53,Female,AB,Very good,7
53,Female,BC,Excellent,3
53,Female,BC,Fair,17
53,Female,BC,Poor,1
53,Female,BC,Very good,5
53,Female,MB,Excellent,1
53,Female,MB,Fair,5
53,Female,MB,Very good,2
53,Female,NB,Excellent,4
53,Female,NB,Fair,6
53,Female,NB,Very good,4
53,Female,NL,Excellent,3
53,Female,NL,Fair,5
53,Female,NL,Poor,1
53,Female,NL,Very good,4
53,Female,NS,Excellent,5
53,Female,NS,Fair,2
53,Female,NS,Very good,4
53,Female,ON,Excellent,10
53,Female,ON,Fair,27
53,Female,ON,Poor,4
53,Female,ON,Very good,15
53,Female,PE,Excellent,1
53,Female,PE,Fair,6
53,Female,PE,Poor,1
53,Female,PE,Very good,3
53,Female,QC,Excellent,6
53,Female,QC,Fair,11
53,Female,QC,Other,1
53,Female,QC,Poor,1
53,Female,QC,Very good,11
53,Female,SK,Excellent,3
53,Female,SK,Fair,4
53,Female,SK,Very good,2
53,Male,AB,Excellent,1
53,Male,AB,Fair,7
53,Male,AB,Very good,7
53,Male,BC,Excellent,3
53,Male,BC,Fair,10
53,Male,BC,Very good,6
53,Male,MB,Excellent,1
53,Male,MB,Fair,7
53,Male,MB,Very good,2
53,Male,NB,Excellent,7
53,Male,NB,Fair,1
53,Male,NB,Very good,3
53,Male,NL,Excellent,3
53,Male,NL,Fair,6
53,Male,NL,Poor,1
53,Male,NL,Very good,3
53,Male,NS,Excellent,2
53,Male,NS,Fair,6
53,Male,NS,Poor,1
53,Male,NS,Very good,1
53,Male,ON,Excellent,5
53,Male,ON,Fair,19
53,Male,ON,Poor,3
53,Male,ON,Very good,21
53,Male,ON,NA,1
53,Male,PE,Excellent,1
53,Male,PE,Fair,4
53,Male,PE,Very good,3
53,Male,QC,Excellent,9
53,Male,QC,Fair,12
53,Male,QC,Very good,5
53,Male,QC,NA,1
53,Male,SK,Excellent,1
53,Male,SK,Poor,1
53,Male,SK,Very good,2
54,Female,AB,Excellent,5
54,Female,AB,Fair,4
54,Female,AB,Poor,2
54,Female,AB,Very good,5
54,Female,BC,Excellent,3
54,Female,BC,Fair,9
54,Female,BC,Poor,1
54,Female,BC,Very good,8
54,Female,MB,Excellent,1
54,Female,MB,Fair,3
54,Female,MB,Poor,1
54,Female,MB,Very good,6
54,Female,NB,Excellent,4
54,Female,NB,Fair,8
54,Female,NB,Very good,2
54,Female,NL,Excellent,4
54,Female,NL,Fair,7
54,Female,NL,Poor,2
54,Female,NL,Very good,3
54,Female,NS,Excellent,1
54,Female,NS,Fair,8
54,Female,NS,Poor,1
54,Female,NS,Very good,6
54,Female,ON,Excellent,12
54,Female,ON,Fair,28
54,Female,ON,Poor,3
54,Female,ON,Very good,14
54,Female,PE,Fair,5
54,Female,PE,Very good,6
54,Female,QC,Excellent,5
54,Female,QC,Fair,20
54,Female,QC,Poor,1
54,Female,QC,Very good,7
54,Female,SK,Excellent,1
54,Female,SK,Fair,5
54,Female,SK,Very good,2
54,Male,AB,Excellent,3
54,Male,AB,Fair,4
54,Male,AB,Poor,1
54,Male,AB,Very good,12
54,Male,BC,Excellent,1
54,Male,BC,Fair,7
54,Male,BC,Poor,1
54,Male,BC,Very good,5
54,Male,MB,Excellent,1
54,Male,MB,Fair,2
54,Male,MB,Poor,1
54,Male,MB,Very good,6
54,Male,NB,Excellent,4
54,Male,NB,Fair,1
54,Male,NB,Poor,1
54,Male,NB,Very good,5
54,Male,NL,Excellent,2
54,Male,NL,Fair,5
54,Male,NL,Poor,1
54,Male,NL,Very good,2
54,Male,NS,Excellent,3
54,Male,NS,Fair,3
54,Male,NS,Very good,4
54,Male,ON,Excellent,8
54,Male,ON,Fair,20
54,Male,ON,Poor,3
54,Male,ON,Very good,16
54,Male,PE,Fair,6
54,Male,PE,Very good,4
54,Male,QC,Excellent,9
54,Male,QC,Fair,10
54,Male,QC,Other,1
54,Male,QC,Very good,13
54,Male,SK,Excellent,3
54,Male,SK,Fair,5
54,Male,SK,Very good,3
55,Female,AB,Excellent,7
55,Female,AB,Fair,8
55,Female,AB,Poor,2
55,Female,AB,Very good,7
55,Female,BC,Excellent,5
55,Female,BC,Fair,18
55,Female,BC,Very good,9
55,Female,MB,Excellent,3
55,Female,MB,Fair,4
55,Female,MB,Very good,4
55,Female,NB,Excellent,6
55,Female,NB,Fair,9
55,Female,NB,Poor,3
55,Female,NB,Very good,4
55,Female,NB,NA,1
55,Female,NL,Excellent,2
55,Female,NL,Fair,2
55,Female,NL,Very good,3
55,Female,NS,Excellent,1
55,Female,NS,Fair,3
55,Female,NS,Poor,1
55,Female,NS,Very good,4
55,Female,ON,Excellent,21
55,Female,ON,Fair,21
55,Female,ON,Poor,3
55,Female,ON,Very good,18
55,Female,PE,Excellent,2
55,Female,PE,Fair,2
55,Female,PE,Very good,4
55,Female,QC,Excellent,8
55,Female,QC,Fair,11
55,Female,QC,Very good,17
55,Female,SK,Fair,4
55,Female,SK,Poor,1
55,Female,SK,Very good,2
55,Male,AB,Excellent,1
55,Male,AB,Fair,8
55,Male,AB,Poor,1
55,Male,AB,Very good,9
55,Male,BC,Excellent,5
55,Male,BC,Fair,10
55,Male,BC,Poor,2
55,Male,BC,Very good,6
55,Male,MB,Excellent,1
55,Male,MB,Fair,5
55,Male,MB,Other,1
55,Male,MB,Poor,2
55,Male,MB,Very good,4
55,Male,NB,Excellent,1
55,Male,NB,Fair,5
55,Male,NB,Poor,1
55,Male,NB,Very good,5
55,Male,NL,Excellent,4
55,Male,NL,Fair,5
55,Male,NL,Poor,3
55,Male,NL,Very good,2
55,Male,NS,Excellent,2
55,Male,NS,Fair,6
55,Male,NS,Poor,1
55,Male,NS,Very good,5
55,Male,ON,Excellent,12
55,Male,ON,Fair,19
55,Male,ON,Very good,17
55,Male,PE,Excellent,1
55,Male,PE,Fair,4
55,Male,PE,Very good,3
55,Male,QC,Excellent,8
55,Male,QC,Fair,11
55,Male,QC,Poor,2
55,Male,QC,Very good,7
55,Male,QC,NA,1
55,Male,SK,Excellent,3
55,Male,SK,Fair,8
55,Male,SK,Very good,1
56,Female,AB,Excellent,4
56,Female,AB,Fair,4
56,Female,AB,Poor,1
56,Female,AB,Very good,6
56,Female,BC,Excellent,6
56,Female,BC,Fair,11
56,Female,BC,Poor,1
56,Female,BC,Very good,9
56,Female,MB,Fair,8
56,Female,MB,Very good,2
56,Female,NB,Excellent,2
56,Female,NB,Fair,7
56,Female,NB,Poor,1
56,Female,NB,Very good,7
56,Female,NL,Excellent,4
56,Female,NL,Fair,3
56,Female,NL,Very good,3
56,Female,NS,Excellent,3
56,Female,NS,Fair,5
56,Female,NS,Poor,1
56,Female,NS,Very good,5
56,Female,ON,Excellent,6
56,Female,ON,Fair,18
56,Female,ON,Poor,4
56,Female,ON,Very good,21
56,Female,ON,NA,1
56,Female,PE,Fair,3
56,Female,PE,Very good,5
56,Female,QC,Excellent,11
56,Female,QC,Fair,20
56,Female,QC,Very good,11
56,Female,SK,Excellent,2
56,Female,SK,Fair,3
56,Female,SK,Very good,2
56,Male,AB,Excellent,4
56,Male,AB,Fair,7
56,Male,AB,Poor,2
56,Male,AB,Very good,5
56,Male,BC,Excellent,3
56,Male,BC,Fair,9
56,Male,BC,Poor,3
56,Male,BC,Very good,5
56,Male,MB,Excellent,2
56,Male,MB,Fair,1
56,Male,MB,Poor,1
56,Male,MB,Very good,5
56,Male,NB,Excellent,1
56,Male,NB,Fair,12
56,Male,NB,Very good,4
56,Male,NL,Excellent,1
56,Male,NL,Fair,2
56,Male,NL,Other,1
56,Male,NL,Poor,2
56,Male,NL,Very good,6
56,Male,NS,Excellent,1
56,Male,NS,Fair,8
56,Male,NS,Poor,3
56,Male,NS,Very good,4
56,Male,ON,Excellent,7
56,Male,ON,Fair,25
56,Male,ON,Poor,4
56,Male,ON,Very good,16
56,Male,PE,Excellent,1
56,Male,PE,Fair,2
56,Male,PE,Very good,3
56,Male,QC,Excellent,12
56,Male,QC,Fair,14
56,Male,QC,Poor,3
56,Male,QC,Very good,13
56,Male,SK,Excellent,1
56,Male,SK,Fair,4
57,Female,AB,Excellent,2
57,Female,AB,Fair,5
57,Female,AB,Poor,3
57,Female,AB,Very good,2
57,Female,BC,Excellent,6
57,Female,BC,Fair,12
57,Female,BC,Poor,3
57,Female,BC,Very good,6
57,Female,MB,Excellent,3
57,Female,MB,Fair,1
57,Female,MB,Poor,1
57,Female,MB,Very good,4
57,Female,NB,Excellent,3
57,Female,NB,Fair,5
57,Female,NB,Very good,5
57,Female,NL,Excellent,2
57,Female,NL,Fair,4
57,Female,NL,Poor,2
57,Female,NL,Very good,6
57,Female,NS,Excellent,2
57,Female,NS,Fair,10
57,Female,NS,Very good,5
57,Female,ON,Excellent,16
57,Female,ON,Fair,19
57,Female,ON,Poor,2
57,Female,ON,Very good,27
57,Female,PE,Excellent,2
57,Female,PE,Fair,3
57,Female,PE,Poor,2
57,Female,QC,Excellent,11
57,Female,QC,Fair,20
57,Female,QC,Very good,15
57,Female,SK,Excellent,3
57,Female,SK,Fair,6
57,Female,SK,Very good,5
57,Male,AB,Excellent,5
57,Male,AB,Fair,8
57,Male,AB,Poor,3
57,Male,AB,Very good,5
57,Male,BC,Excellent,5
57,Male,BC,Fair,11
57,Male,BC,Very good,3
57,Male,MB,Fair,3
57,Male,MB,Very good,3
57,Male,NB,Excellent,5
57,Male,NB,Fair,3
57,Male,NB,Very good,4
57,Male,NL,Excellent,2
57,Male,NL,Fair,2
57,Male,NL,Very good,8
57,Male,NS,Excellent,3
57,Male,NS,Fair,8
57,Male,NS,Poor,2
57,Male,NS,Very good,5
57,Male,ON,Excellent,9
57,Male,ON,Fair,23
57,Male,ON,Poor,3
57,Male,ON,Very good,16
57,Male,ON,NA,1
57,Male,PE,Excellent,1
57,Male,PE,Very good,1
57,Male,QC,Excellent,8
57,Male,QC,Fair,12
57,Male,QC,Very good,9
57,Male,SK,Fair,6
57,Male,SK,Poor,1
57,Male,SK,Very good,7
58,Female,AB,Excellent,1
58,Female,AB,Fair,11
58,Female,AB,Poor,3
58,Female,AB,Very good,7
58,Female,AB,NA,1
58,Female,BC,Excellent,5
58,Female,BC,Fair,11
58,Female,BC,Other,1
58,Female,BC,Poor,1
58,Female,BC,Very good,6
58,Female,MB,Excellent,3
58,Female,MB,Fair,5
58,Female,MB,Poor,1
58,Female,MB,Very good,4
58,Female,NB,Excellent,5
58,Female,NB,Fair,10
58,Female,NB,Very good,8
58,Female,NL,Excellent,4
58,Female,NL,Fair,4
58,Female,NL,Very good,7
58,Female,NS,Excellent,5
58,Female,NS,Fair,7
58,Female,NS,Poor,1
58,Female,NS,Very good,5
58,Female,ON,Excellent,11
58,Female,ON,Fair,17
58,Female,ON,Poor,7
58,Female,ON,Very good,15
58,Female,PE,Excellent,2
58,Female,PE,Fair,3
58,Female,PE,Poor,2
58,Female,PE,Very good,3
58,Female,QC,Excellent,7
58,Female,QC,Fair,16
58,Female,QC,Poor,1
58,Female,QC,Very good,21
58,Female,SK,Excellent,3
58,Female,SK,Fair,1
58,Female,SK,Poor,1
58,Female,SK,Very good,8
58,Male,AB,Excellent,1
58,Male,AB,Fair,6
58,Male,AB,Poor,2
58,Male,AB,Very good,3
58,Male,BC,Excellent,3
58,Male,BC,Fair,9
58,Male,BC,Poor,1
58,Male,BC,Very good,9
58,Male,MB,Excellent,3
58,Male,MB,Fair,7
58,Male,MB,Very good,6
58,Male,NB,Fair,3
58,Male,NB,Poor,2
58,Male,NB,Very good,4
58,Male,NL,Excellent,2
58,Male,NL,Fair,3
58,Male,NL,Poor,1
58,Male,NL,Very good,1
58,Male,NS,Excellent,1
58,Male,NS,Fair,2
58,Male,NS,Poor,2
58,Male,NS,Very good,2
58,Male,ON,Excellent,17
58,Male,ON,Fair,26
58,Male,ON,Other,1
58,Male,ON,Poor,3
58,Male,ON,Very good,19
58,Male,PE,Excellent,1
58,Male,PE,Fair,1
58,Male,PE,Very good,5
58,Male,QC,Excellent,8
58,Male,QC,Fair,15
58,Male,QC,Poor,1
58,Male,QC,Very good,12
58,Male,SK,Excellent,5
58,Male,SK,Fair,4
58,Male,SK,Poor,1
58,Male,SK,Very good,1
59,Female,AB,Excellent,4
59,Female,AB,Fair,7
59,Female,AB,Very good,4
59,Female,BC,Excellent,5
59,Female,BC,Fair,15
59,Female,BC,Very good,11
59,Female,MB,Excellent,3
59,Female,MB,Fair,10
59,Female,MB,Very good,6
59,Female,NB,Excellent,2
59,Female,NB,Fair,5
59,Female,NB,Poor,1
59,Female,NB,Very good,3
59,Female,NL,Excellent,4
59,Female,NL,Fair,1
59,Female,NL,Poor,1
59,Female,NL,Very good,9
59,Female,NL,NA,1
59,Female,NS,Excellent,6
59,Female,NS,Fair,6
59,Female,NS,Other,1
59,Female,NS,Poor,1
59,Female,NS,Very good,13
59,Female,ON,Excellent,17
59,Female,ON,Fair,18
59,Female,ON,Poor,3
59,Female,ON,Very good,18
59,Female,PE,Excellent,2
59,Female,PE,Fair,6
59,Female,PE,Very good,3
59,Female,QC,Excellent,8
59,Female,QC,Fair,12
59,Female,QC,Very good,8
59,Female,SK,Excellent,1
59,Female,SK,Poor,1
59,Female,SK,Very good,5
59,Male,AB,Excellent,2
59,Male,AB,Fair,14
59,Male,AB,Very good,2
59,Male,BC,Excellent,7
59,Male,BC,Fair,13
59,Male,BC,Poor,2
59,Male,BC,Very good,10
59,Male,MB,Excellent,3
59,Male,MB,Fair,4
59,Male,MB,Very good,1
59,Male,NB,Excellent,1
59,Male,NB,Fair,10
59,Male,NB,Poor,2
59,Male,NB,Very good,4
59,Male,NL,Excellent,2
59,Male,NL,Fair,5
59,Male,NL,Poor,2
59,Male,NL,Very good,3
59,Male,NS,Excellent,1
59,Male,NS,Fair,10
59,Male,NS,Very good,5
59,Male,ON,Excellent,7
59,Male,ON,Fair,16
59,Male,ON,Other,1
59,Male,ON,Poor,1
59,Male,ON,Very good,10
59,Male,PE,Excellent,2
59,Male,PE,Fair,1
59,Male,PE,Very good,4
59,Male,QC,Excellent,5
59,Male,QC,Fair,13
59,Male,QC,Poor,2
59,Male,QC,Very good,11
59,Male,SK,Excellent,1
59,Male,SK,Fair,7
59,Male,SK,Very good,2
60,Female,AB,Excellent,6
60,Female,AB,Fair,9
60,Female,AB,Very good,8
60,Female,BC,Excellent,4
60,Female,BC,Fair,15
60,Female,BC,Poor,6
60,Female,BC,Very good,8
60,Female,BC,NA,1
60,Female,MB,Excellent,2
60,Female,MB,Fair,5
60,Female,MB,Very good,3
60,Female,MB,NA,1
60,Female,NB,Excellent,1
60,Female,NB,Fair,8
60,Female,NB,Poor,2
60,Female,NB,Very good,3
60,Female,NL,Excellent,2
60,Female,NL,Fair,6
60,Female,NL,Very good,1
60,Female,NS,Excellent,2
60,Female,NS,Fair,3
60,Female,NS,Poor,2
60,Female,NS,Very good,7
60,Female,ON,Excellent,16
60,Female,ON,Fair,25
60,Female,ON,Poor,8
60,Female,ON,Very good,21
60,Female,PE,Excellent,1
60,Female,PE,Fair,4
60,Female,PE,Very good,5
60,Female,QC,Excellent,12
60,Female,QC,Fair,16
60,Female,QC,Poor,1
60,Female,QC,Very good,14
60,Female,SK,Excellent,1
60,Female,SK,Fair,5
60,Female,SK,Very good,3
60,Male,AB,Excellent,3
60,Male,AB,Fair,5
60,Male,AB,Very good,5
60,Male,BC,Excellent,4
60,Male,BC,Fair,10
60,Male,BC,Very good,13
60,Male,MB,Fair,4
60,Male,MB,Poor,1
60,Male,MB,Very good,5
60,Male,NB,Excellent,1
60,Male,NB,Fair,11
60,Male,NB,Poor,1
60,Male,NL,Excellent,2
60,Male,NL,Fair,5
60,Male,NL,Poor,1
60,Male,NL,Very good,6
60,Male,NS,Excellent,3
60,Male,NS,Fair,11
60,Male,NS,Very good,6
60,Male,ON,Excellent,9
60,Male,ON,Fair,19
60,Male,ON,Poor,3
60,Male,ON,Very good,22
60,Male,PE,Excellent,1
60,Male,PE,Fair,3
60,Male,QC,Excellent,5
60,Male,QC,Fair,16
60,Male,QC,Very good,14
60,Male,SK,Excellent,2
60,Male,SK,Fair,2
60,Male,SK,Very good,4
61,Female,AB,Excellent,2
61,Female,AB,Fair,4
61,Female,AB,Very good,6
61,Female,BC,Excellent,5
61,Female,BC,Fair,17
61,Female,BC,Poor,2
61,Female,BC,Very good,12
61,Female,MB,Excellent,3
61,Female,MB,Fair,6
61,Female,MB,Poor,1
61,Female,MB,Very good,6
61,Female,MB,NA,1
61,Female,NB,Excellent,1
61,Female,NB,Fair,7
61,Female,NB,Poor,1
61,Female,NB,Very good,3
61,Female,NL,Excellent,1
61,Female,NL,Fair,3
61,Female,NL,Very good,7
61,Female,NS,Excellent,4
61,Female,NS,Fair,8
61,Female,NS,Poor,1
61,Female,NS,Very good,4
61,Female,ON,Excellent,13
61,Female,ON,Fair,19
61,Female,ON,Other,1
61,Female,ON,Poor,4
61,Female,ON,Very good,18
61,Female,ON,NA,1
61,Female,PE,Excellent,1
61,Female,PE,Fair,3
61,Female,PE,Poor,2
61,Female,PE,Very good,6
61,Female,QC,Excellent,9
61,Female,QC,Fair,18
61,Female,QC,Poor,1
61,Female,QC,Very good,10
61,Female,SK,Excellent,1
61,Female,SK,Fair,5
61,Female,SK,Poor,2
61,Female,SK,Very good,2
61,Male,AB,Fair,10
61,Male,AB,Very good,4
61,Male,BC,Excellent,2
61,Male,BC,Fair,4
61,Male,BC,Poor,1
61,Male,BC,Very good,8
61,Male,MB,Excellent,1
61,Male,MB,Fair,7
61,Male,MB,Other,1
61,Male,MB,Very good,2
61,Male,NB,Excellent,1
61,Male,NB,Fair,10
61,Male,NB,Poor,1
61,Male,NB,Very good,2
61,Male,NL,Excellent,1
61,Male,NL,Fair,2
61,Male,NL,Very good,2
61,Male,NS,Excellent,4
61,Male,NS,Fair,5
61,Male,NS,Poor,5
61,Male,NS,Very good,3
61,Male,ON,Excellent,10
61,Male,ON,Fair,21
61,Male,ON,Poor,3
61,Male,ON,Very good,17
61,Male,PE,Excellent,1
61,Male,PE,Fair,4
61,Male,PE,Very good,3
61,Male,QC,Excellent,8
61,Male,QC,Fair,14
61,Male,QC,Poor,1
61,Male,QC,Very good,11
61,Male,SK,Excellent,6
61,Male,SK,Fair,3
61,Male,SK,Very good,2
62,Female,AB,Excellent,3
62,Female,AB,Fair,1
62,Female,AB,Very good,10
62,Female,BC,Excellent,5
62,Female,BC,Fair,10
62,Female,BC,Poor,3
62,Female,BC,Very good,8
62,Female,MB,Excellent,1
62,Female,MB,Fair,5
62,Female,MB,Very good,4
62,Female,NB,Excellent,3
62,Female,NB,Fair,7
62,Female,NB,Very good,4
62,Female,NL,Excellent,3
