age,sex,province,health,n
76,Female,SK,Fair,3
76,Female,SK,Very good,1
76,Male,AB,Excellent,1
76,Male,AB,Very good,1
76,Male,BC,Excellent,3
76,Male,BC,Fair,7
76,Male,BC,Poor,5
76,Male,BC,Very good,2
76,Male,MB,Fair,8
76,Male,MB,Poor,1
76,Male,MB,Very good,1
76,Male,NB,Fair,1
76,Male,NB,Poor,1
76,Male,NB,Very good,2
76,Male,NL,Fair,2
76,Male,NL,Very good,4
76,Male,NS,Excellent,1
76,Male,NS,Fair,4
76,Male,NS,Poor,2
76,Male,NS,Very good,1
76,Male,ON,Excellent,8
76,Male,ON,Fair,10
76,Male,ON,Poor,1
76,Male,ON,Very good,4
76,Male,ON,NA,1
76,Male,PE,Fair,4
76,Male,PE,Very good,1
76,Male,QC,Excellent,4
76,Male,QC,Fair,11
76,Male,QC,Very good,9
76,Male,SK,Fair,2
76,Male,SK,Very good,3
77,Female,AB,Excellent,4
77,Female,AB,Fair,5
77,Female,AB,Very good,1
77,Female,BC,Fair,8
77,Female,BC,Other,1
77,Female,BC,Poor,2
77,Female,BC,Very good,1
77,Female,BC,NA,1
77,Female,MB,Excellent,3
77,Female,MB,Fair,3
77,Female,MB,Very good,2
77,Female,NB,Fair,1
77,Female,NB,Other,1
77,Female,NB,Very good,1
77,Female,NL,Very good,1
77,Female,NS,Fair,8
77,Female,NS,Poor,1
77,Female,NS,Very good,2
77,Female,ON,Excellent,3
77,Female,ON,Fair,14
77,Female,ON,Very good,19
77,Female,PE,Fair,2
77,Female,PE,Very good,3
77,Female,QC,Excellent,2
77,Female,QC,Fair,16
77,Female,QC,Poor,1
77,Female,QC,Very good,3
77,Female,SK,Excellent,1
77,Female,SK,Fair,1
77,Female,SK,Poor,2
77,Female,SK,Very good,2
77,Male,AB,Excellent,1
77,Male,AB,Fair,5
77,Male,AB,Very good,3
77,Male,BC,Excellent,1
77,Male,BC,Fair,5
77,Male,BC,Poor,1
77,Male,BC,Very good,7
77,Male,MB,Fair,6
77,Male,MB,Poor,1
77,Male,MB,Very good,2
77,Male,NB,Fair,4
77,Male,NB,Very good,2
77,Male,NL,Excellent,1
77,Male,NL,Fair,1
77,Male,NL,Very good,4
77,Male,NS,Excellent,1
77,Male,NS,Fair,3
77,Male,NS,Very good,1
77,Male,ON,Excellent,3
77,Male,ON,Fair,14
77,Male,ON,Very good,2
77,Male,PE,Excellent,2
77,Male,PE,Very good,1
77,Male,QC,Excellent,2
77,Male,QC,Fair,3
77,Male,QC,Poor,2
77,Male,QC,Very good,2
77,Male,SK,Fair,5
77,Male,SK,Poor,1
77,Male,SK,Very good,1
78,Female,AB,Excellent,1
78,Female,AB,Fair,2
78,Female,AB,Other,1
78,Female,AB,Poor,1
78,Female,AB,Very good,1
78,Female,BC,Excellent,2
78,Female,BC,Fair,6
78,Female,BC,Poor,1
78,Female,BC,Very good,4
78,Female,MB,Excellent,2
78,Female,MB,Fair,5
78,Female,MB,Poor,1
78,Female,MB,Very good,1
78,Female,NB,Excellent,1
78,Female,NB,Fair,5
78,Female,NB,Poor,1
78,Female,NB,Very good,4
78,Female,NL,Excellent,1
78,Female,NL,Fair,2
78,Female,NL,Poor,1
78,Female,NL,Very good,1
78,Female,NS,Excellent,2
78,Female,NS,Fair,4
78,Female,NS,Very good,1
78,Female,ON,Excellent,3
78,Female,ON,Fair,14
78,Female,ON,Poor,2
78,Female,ON,Very good,13
78,Female,ON,NA,1
78,Female,PE,Fair,1
78,Female,PE,Poor,1
78,Female,QC,Excellent,3
78,Female,QC,Fair,13
78,Female,QC,Very good,4
78,Female,SK,Fair,4
78,Female,SK,Very good,2
78,Male,AB,Fair,3
78,Male,AB,Poor,2
78,Male,AB,Very good,2
78,Male,BC,Fair,4
78,Male,BC,Poor,1
78,Male,BC,Very good,2
78,Male,MB,Fair,2
78,Male,MB,Poor,2
78,Male,NB,Excellent,2
78,Male,NB,Fair,1
78,Male,NB,Very good,2
78,Male,NL,Poor,1
78,Male,NS,Fair,3
78,Male,NS,Poor,1
78,Male,NS,Very good,2
78,Male,NS,NA,1
78,Male,ON,Excellent,4
78,Male,ON,Fair,15
78,Male,ON,Other,1
78,Male,ON,Poor,3
78,Male,ON,Very good,5
78,Male,PE,Fair,1
78,Male,PE,Very good,1
78,Male,QC,Excellent,3
78,Male,QC,Fair,10
78,Male,QC,Very good,7
78,Male,SK,Excellent,1
78,Male,SK,Fair,2
78,Male,SK,Poor,2
79,Female,AB,Excellent,1
79,Female,AB,Fair,3
79,Female,BC,Excellent,3
79,Female,BC,Fair,7
79,Female,BC,Poor,1
79,Female,BC,Very good,2
79,Female,MB,Fair,3
79,Female,MB,Very good,4
79,Female,NB,Excellent,1
79,Female,NB,Fair,4
79,Female,NB,Poor,3
79,Female,NB,Very good,4
79,Female,NL,Fair,1
79,Female,NL,Very good,2
79,Female,NS,Excellent,1
79,Female,NS,Fair,5
79,Female,NS,Very good,3
79,Female,ON,Excellent,4
79,Female,ON,Fair,21
79,Female,ON,Poor,3
79,Female,ON,Very good,10
79,Female,PE,Excellent,1
79,Female,PE,Very good,3
79,Female,QC,Excellent,1
79,Female,QC,Fair,8
79,Female,QC,Poor,1
79,Female,QC,Very good,8
79,Female,SK,Fair,6
79,Female,SK,Poor,1
79,Female,SK,Very good,4
79,Male,AB,Fair,4
79,Male,BC,Excellent,2
79,Male,BC,Fair,1
79,Male,BC,Other,1
79,Male,BC,Very good,3
79,Male,MB,Excellent,1
79,Male,MB,Fair,4
79,Male,MB,Very good,2
79,Male,NB,Excellent,1
79,Male,NB,Fair,2
79,Male,NB,Poor,1
79,Male,NB,Very good,1
79,Male,NL,Fair,4
79,Male,NS,Excellent,2
79,Male,NS,Fair,3
79,Male,NS,Very good,2
79,Male,ON,Excellent,2
79,Male,ON,Fair,8
79,Male,ON,Other,1
79,Male,ON,Poor,2
79,Male,ON,Very good,4
79,Male,PE,Poor,1
79,Male,PE,Very good,1
79,Male,QC,Excellent,2
79,Male,QC,Fair,9
79,Male,QC,Poor,1
79,Male,QC,Very good,3
79,Male,SK,Excellent,1
79,Male,SK,Fair,3
79,Male,SK,Very good,1
80,Female,AB,Excellent,3
80,Female,AB,Fair,17
80,Female,AB,Poor,5
80,Female,AB,Very good,11
80,Female,AB,NA,1
80,Female,BC,Excellent,14
80,Female,BC,Fair,55
80,Female,BC,Poor,6
80,Female,BC,Very good,35
80,Female,MB,Excellent,2
80,Female,MB,Fair,31
80,Female,MB,Poor,4
80,Female,MB,Very good,13
80,Female,MB,NA,1
80,Female,NB,Excellent,7
80,Female,NB,Fair,27
80,Female,NB,Other,1
80,Female,NB,Poor,1
80,Female,NB,Very good,11
80,Female,NB,NA,1
80,Female,NL,Excellent,2
80,Female,NL,Fair,7
80,Female,NL,Other,2
80,Female,NL,Poor,4
80,Female,NL,Very good,14
80,Female,NS,Excellent,4
80,Female,NS,Fair,32
80,Female,NS,Poor,4
80,Female,NS,Very good,11
80,Female,ON,Excellent,25
80,Female,ON,Fair,92
80,Female,ON,Other,2
80,Female,ON,Poor,10
80,Female,ON,Very good,63
80,Female,PE,Excellent,3
80,Female,PE,Fair,21
80,Female,PE,Poor,1
80,Female,PE,Very good,12
80,Female,QC,Excellent,14
80,Female,QC,Fair,85
80,Female,QC,Poor,7
80,Female,QC,Very good,24
80,Female,QC,NA,1
80,Female,SK,Excellent,9
80,Female,SK,Fair,33
80,Female,SK,Poor,3
80,Female,SK,Very good,15
80,Male,AB,Excellent,1
80,Male,AB,Fair,17
80,Male,AB,Poor,1
80,Male,AB,Very good,5
80,Male,BC,Excellent,9
80,Male,BC,Fair,37
80,Male,BC,Poor,5
80,Male,BC,Very good,21
80,Male,MB,Excellent,7
80,Male,MB,Fair,24
80,Male,MB,Poor,3
80,Male,MB,Very good,3
80,Male,NB,Excellent,1
80,Male,NB,Fair,17
80,Male,NB,Other,1
80,Male,NB,Poor,2
80,Male,NB,Very good,6
80,Male,NL,Excellent,2
80,Male,NL,Fair,6
80,Male,NL,Other,1
80,Male,NL,Very good,8
80,Male,NS,Excellent,4
80,Male,NS,Fair,17
80,Male,NS,Other,1
80,Male,NS,Poor,3
80,Male,NS,Very good,8
80,Male,ON,Excellent,11
80,Male,ON,Fair,69
80,Male,ON,Other,2
80,Male,ON,Poor,11
80,Male,ON,Very good,29
80,Male,ON,NA,2
80,Male,PE,Fair,5
80,Male,PE,Very good,2
80,Male,QC,Excellent,10
80,Male,QC,Fair,38
80,Male,QC,Other,1
80,Male,QC,Poor,4
80,Male,QC,Very good,10
80,Male,SK,Excellent,1
80,Male,SK,Fair,21
80,Male,SK,Other,1
80,Male,SK,Poor,3
80,Male,SK,Very good,5
